source_id	subjects_num	sessions_num	sessions_min	sessions_max	bold_num	t1w_num	t2w_num	bold_size	t1w_size	bold_size_max	bold_duration_total	bold_duration_mean	bold_voxels_total	bold_voxels_mean	datatypes
ds004496	30	345	6	27	2376	90	0	522897604392	1007529756	220074749	n/a	n/a	n/a	n/a	anat,fmap,func
